id_user,nama_nasabah,tanggal_lahir,nama_ibu_kandung,segmen_demografi,gaji_bulanan,persona_dasar,is_dynamic,persona_bulan_1,persona_bulan_2,persona_bulan_3
USR-370,"dr. Cornelia Nasyiah, S.Kom",1991-03-27,Samiah Suartini,First Jobber,5680000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-391,Nardi Narpati,1991-10-18,"drg. Septi Sitompul, M.Farm",First Jobber,5430000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-196,"Tomi Puspasari, S.Kom",1998-01-18,Hendri Sirait,Mahasiswa,2200000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-405,"Tgk. Saka Winarno, S.Ked",1995-07-24,Victoria Hutasoit,Profesional,17500000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-276,Cut Rahmi Mangunsong,2002-07-13,Kasiyah Handayani,First Jobber,4630000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-455,Ratna Adriansyah,2005-12-13,"Puti Uchita Haryanti, S.I.Kom",Profesional,15630000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-142,"Lulut Permadi, S.E.",1995-11-26,Kusuma Wasita,Mahasiswa,2130000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-366,"Harjaya Novitasari, S.Psi",2002-11-04,Eka Salahudin,First Jobber,5550000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-068,Galih Astuti,1991-07-27,"Viman Sitompul, M.Ak",Mahasiswa,2130000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-211,Gangsar Astuti,1992-04-21,"Mustika Rahayu, M.Kom.",First Jobber,5740000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-169,"Bakti Utami, S.Gz",1995-11-14,Ami Prastuti,Mahasiswa,2900000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-494,Tomi Hastuti,2005-11-24,"T. Gamanto Irawan, M.Pd",Profesional,8420000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-376,"Tgk. Vinsen Putra, S.I.Kom",1995-12-10,Kardi Prasetya,First Jobber,5270000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-401,Embuh Mangunsong,1997-02-23,"Ir. Candra Wibisono, S.Psi",Profesional,15600000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-273,Suci Hakim,1991-08-29,"Halim Utama, M.TI.",First Jobber,5750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-110,"Nabila Yuliarti, M.Kom.",1998-05-17,Bakiman Sihombing,Mahasiswa,2260000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-249,Warsita Prasetya,2005-01-03,Aisyah Agustina,First Jobber,5470000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-146,H. Tasnim Mansur,2005-11-10,Vera Agustina,Mahasiswa,2080000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-093,Umi Andriani,1994-11-06,Jarwadi Budiyanto,Mahasiswa,3500000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-153,Karsa Hasanah,1990-08-01,Hasan Yolanda,Mahasiswa,2610000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-368,Kanda Zulkarnain,2007-09-24,Dr. Cahyanto Wibisono,First Jobber,5470000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-468,Irnanto Tampubolon,2003-04-24,"Pangestu Maryadi, S.Farm",Profesional,14320000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-084,Harjo Mangunsong,2003-01-09,Heryanto Wasita,Mahasiswa,2870000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-246,"dr. Jefri Nuraini, S.Farm",2007-09-14,"R.A. Wani Suartini, S.E.I",First Jobber,5180000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-166,Radit Wahyuni,1997-06-07,Karya Hardiansyah,Mahasiswa,2570000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-164,"Hafshah Hasanah, S.Pd",1993-11-22,Zulaikha Laksmiwati,Mahasiswa,2540000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-200,"Banawi Zulkarnain, S.I.Kom",2006-01-12,"dr. Taswir Habibi, S.Pd",Mahasiswa,1700000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-229,Yessi Pertiwi,2002-01-15,Rahmi Kusmawati,First Jobber,4790000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-075,"Galak Prasetyo, S.Kom",1992-12-16,Dipa Kusmawati,Mahasiswa,1830000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-479,Cindy Melani,2006-11-20,"R.M. Kawaca Simbolon, S.Sos",Profesional,18490000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-359,Waluyo Kusumo,1990-11-20,"Hari Susanti, S.Ked",First Jobber,4670000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-251,Alambana Simanjuntak,2007-01-24,"Hj. Juli Maulana, S.E.I",First Jobber,5400000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-120,Belinda Permata,2001-08-21,Cakrawangsa Maryadi,Mahasiswa,1760000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-311,Tgk. Rika Sirait,1999-06-10,Dr. Jindra Pratiwi,First Jobber,5540000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-300,Kiandra Susanti,1997-11-01,"R. Yulia Simbolon, M.Farm",First Jobber,5690000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-256,"Dr. Rina Nasyiah, S.Ked",2001-09-07,R.A. Tina Megantara,First Jobber,5750000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-355,Cindy Zulaika,2007-08-31,"Drs. Diana Yolanda, S.I.Kom",First Jobber,5510000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-400,Prasetyo Safitri,1995-08-17,Nasab Hidayanto,First Jobber,5170000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-226,"T. Lantar Hakim, S.I.Kom",1999-06-10,Malika Hartati,First Jobber,4820000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-354,"Ir. Omar Yuliarti, S.Farm",1997-01-18,Melinda Waluyo,First Jobber,5170000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-235,Cindy Padmasari,2002-04-03,Ira Yolanda,First Jobber,5270000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-383,Bagas Maryadi,1990-06-22,drg. Hardi Halim,First Jobber,5400000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-275,Budi Hidayat,1994-07-22,"Ghani Tarihoran, S.Sos",First Jobber,5620000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-037,Taufan Hutagalung,1998-04-14,"Drs. Cinthia Hardiansyah, M.Pd",Mahasiswa,2870000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-197,"Dr. Lalita Agustina, S.IP",1995-12-08,Salwa Rajasa,Mahasiswa,2110000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-140,Dr. Sari Handayani,2003-12-27,Emas Pudjiastuti,Mahasiswa,3380000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-365,"Ellis Utami, S.Farm",2000-04-24,Gangsar Yuniar,First Jobber,5600000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-245,"R.A. Kartika Wastuti, M.Farm",2008-01-11,Vivi Suryono,First Jobber,5870000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-440,"Dr. Raina Habibi, S.I.Kom",2007-06-11,Diana Nababan,Profesional,18040000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-287,"Bagya Hartati, M.M.",2002-07-20,Dian Puspasari,First Jobber,4750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-060,Okto Sitorus,2004-05-23,Wani Winarsih,Mahasiswa,2740000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-112,Tgk. Irwan Pudjiastuti,1996-04-05,"Mutia Saputra, S.Pd",Mahasiswa,3090000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-090,"Dr. Dian Oktaviani, M.Pd",1990-10-17,Rika Pratiwi,Mahasiswa,2740000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-437,Hardi Megantara,1999-07-03,Rina Mandala,Profesional,18670000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-007,"Michelle Nasyiah, S.IP",2007-10-29,Cindy Puspasari,Mahasiswa,2930000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-361,"Niyaga Hardiansyah, S.H.",2003-08-22,Maida Pradipta,First Jobber,5610000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-347,Aswani Pudjiastuti,2006-07-24,Kemal Nasyiah,First Jobber,4880000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-339,Adiarja Rajata,1997-03-19,Umi Santoso,First Jobber,5750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-159,Wulan Hakim,1995-08-03,Mala Maulana,Mahasiswa,3390000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-151,"Yessi Wibowo, S.Sos",2008-02-06,"Ir. Cakrawangsa Lailasari, S.Gz",Mahasiswa,1790000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-178,"Hasan Latupono, S.E.I",1991-02-15,Gadang Lailasari,Mahasiswa,2070000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-394,"dr. Anita Pranowo, M.Farm",1992-11-26,"drg. Citra Salahudin, S.E.",First Jobber,5360000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-185,Budi Pratiwi,1994-01-01,"Drs. Fathonah Rahmawati, S.Kom",Mahasiswa,2060000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-450,Zamira Mulyani,2008-01-18,"Rahman Kuswoyo, S.E.I",Profesional,16160000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-011,Fathonah Winarsih,1995-02-11,"Marsudi Hidayanto, M.Ak",Mahasiswa,2370000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-381,Fitria Namaga,2008-02-19,Karna Firmansyah,First Jobber,4620000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-104,Elma Nurdiyanti,2007-09-08,Raisa Nasyiah,Mahasiswa,2950000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-082,Sari Permadi,1995-04-02,Nasab Suwarno,Mahasiswa,2530000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-039,Catur Wibowo,1990-05-07,Hani Hasanah,Mahasiswa,2060000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-315,"Najam Safitri, S.Sos",1992-12-19,"Dimaz Firmansyah, M.Farm",First Jobber,4720000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-168,Makara Nainggolan,2001-06-26,"Perkasa Wahyuni, S.E.I",Mahasiswa,3070000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-470,drg. Kamaria Aryani,1995-12-20,Dirja Saefullah,Profesional,16200000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-297,Ganep Sudiati,1992-11-22,"dr. Uchita Situmorang, S.Sos",First Jobber,5180000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-475,Harsanto Purnawati,1997-11-19,Ir. Cawuk Halimah,Profesional,9070000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-199,"Ulya Wahyudin, S.E.I",2000-04-28,Drs. Putri Sitompul,Mahasiswa,2350000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-298,Prabawa Uwais,1999-07-30,Galuh Permadi,First Jobber,4920000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-417,"Puti Yuliana Wasita, M.Kom.",1992-10-24,Halima Ramadan,Profesional,15520000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-147,Winda Mayasari,1995-02-12,Eko Salahudin,Mahasiswa,1990000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-393,Mahdi Setiawan,2006-06-30,Hj. Ami Nugroho,First Jobber,5730000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-148,"Ir. Ratna Wahyuni, M.Kom.",2005-11-19,Paulin Laksmiwati,Mahasiswa,1670000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-448,R. Violet Putra,2004-12-13,"Dt. Kairav Tampubolon, M.Pd",Profesional,16800000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-288,"Langgeng Najmudin, S.E.I",1998-02-04,"Cut Yance Maheswara, M.TI.",First Jobber,5170000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-124,Lurhur Januar,2007-05-14,Luis Prabowo,Mahasiswa,3120000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-369,Dodo Putra,1996-04-02,Virman Hartati,First Jobber,5770000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-097,Tira Rajasa,2004-02-11,Luluh Sudiati,Mahasiswa,1640000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-144,Tina Siregar,1999-06-20,Lidya Laksmiwati,Mahasiswa,1590000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-240,Zulfa Januar,1999-06-13,H. Tasdik Novitasari,First Jobber,5750000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-443,Genta Nasyiah,1995-07-04,"drg. Karya Lailasari, M.Pd",Profesional,19980000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-098,"Tina Latupono, S.E.",2007-09-04,Labuh Dongoran,Mahasiswa,1650000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-408,Lili Salahudin,1999-01-09,Gatra Ramadan,Profesional,10370000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-123,Zelda Rahmawati,2008-02-17,Qori Safitri,Mahasiswa,3330000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-184,Mujur Prabowo,2001-11-10,Cut Alika Sitorus,Mahasiswa,1510000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-203,R.A. Yani Aryani,2005-07-09,"Drs. Luwes Wulandari, M.Pd",First Jobber,5340000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-247,"Tgk. Anastasia Yuniar, M.Kom.",2006-01-16,R. Narji Maryati,First Jobber,4720000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-306,Gilang Puspasari,1995-07-03,Ophelia Hartati,First Jobber,5180000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-299,Dewi Santoso,1998-05-27,Bakti Hardiansyah,First Jobber,5950000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-352,Arsipatra Anggraini,1996-07-05,Kemba Halim,First Jobber,5540000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-387,R.M. Dimas Nababan,2001-06-19,Yulia Thamrin,First Jobber,4580000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-396,"H. Nyoman Hutapea, M.TI.",2003-09-23,Anastasia Januar,First Jobber,5070000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-285,Luwar Irawan,1991-06-29,Tina Kuswandari,First Jobber,5590000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-126,Ade Wasita,1998-06-02,Dr. Icha Firmansyah,Mahasiswa,2580000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-303,dr. Alika Hardiansyah,1995-05-16,Hj. Samiah Halimah,First Jobber,4600000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-224,"Drs. Ikin Zulaika, M.Farm",2001-11-18,dr. Zelaya Utami,First Jobber,4570000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-419,Dr. Virman Andriani,2000-02-04,"Tgk. Nardi Nasyiah, M.Ak",Profesional,11880000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-220,"Jessica Prasetya, S.Psi",2004-05-01,Kajen Usada,First Jobber,5570000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-130,"T. Legawa Purnawati, S.Pd",1998-03-19,Shakila Sihombing,Mahasiswa,1520000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-421,"Luwar Gunawan, M.Farm",2008-01-06,"Marsudi Wacana, S.Psi",Profesional,8430000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-290,Zulfa Hutapea,1994-10-26,"Yahya Puspasari, S.T.",First Jobber,4900000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-445,"H. Irnanto Palastri, S.Kom",2008-02-15,Oman Yolanda,Profesional,17290000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-377,"Dalima Budiyanto, S.T.",2000-04-08,Ir. Tantri Agustina,First Jobber,5730000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-292,Lega Prastuti,1993-01-30,"Leo Suartini, S.Psi",First Jobber,5230000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-356,Cemani Nasyiah,1997-05-20,Ozy Prasetyo,First Jobber,5340000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-295,T. Maras Sihombing,1999-01-01,"KH. Mahdi Waskita, S.Pd",First Jobber,5000000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-397,Gina Hutagalung,1996-06-09,"Drs. Xanana Riyanti, S.Sos",First Jobber,5510000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-341,Talia Prakasa,1991-06-05,Jaka Samosir,First Jobber,5890000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-113,Gina Lazuardi,2003-04-17,Devi Nasyiah,Mahasiswa,1680000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-180,Salsabila Namaga,1997-11-07,"Titi Mangunsong, S.Farm",Mahasiswa,3060000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-308,"Tgk. Kalim Utama, S.E.I",1993-11-21,dr. Jais Gunarto,First Jobber,5630000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-433,Jagapati Latupono,1995-01-11,"Dr. Paris Uyainah, S.Psi",Profesional,9300000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-488,Vera Jailani,2006-05-28,"Nyoman Latupono, S.H.",Profesional,12710000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-482,Ir. Amelia Saragih,2002-04-19,"Opung Natsir, S.IP",Profesional,8930000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-423,Ir. Gawati Hassanah,1997-01-15,Vera Wastuti,Profesional,12200000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-234,Intan Ramadan,2003-05-03,"Yoga Suartini, S.E.I",First Jobber,5120000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-312,Nabila Budiyanto,1996-12-08,"Balapati Agustina, M.Farm",First Jobber,4760000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-165,Dasa Wibowo,2000-08-08,Tgk. Tira Sihombing,Mahasiswa,2250000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-137,"Nilam Suwarno, S.Sos",2004-12-14,Dt. Jaeman Irawan,Mahasiswa,2540000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-198,Eva Kusmawati,1991-07-08,"Puti Cornelia Astuti, S.IP",Mahasiswa,3320000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-259,Dr. Panji Mayasari,2000-04-13,Nadine Gunawan,First Jobber,5440000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-233,"Liman Habibi, S.Psi",1991-06-30,Kalim Wastuti,First Jobber,5000000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-116,Gada Budiman,2003-01-20,Endra Gunawan,Mahasiswa,1900000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-121,"Drs. Warta Sihombing, S.Pt",2008-03-14,Kalim Agustina,Mahasiswa,1770000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-350,Diah Mulyani,1997-10-14,Cut Putri Hariyah,First Jobber,5620000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-225,Eka Farida,1991-07-15,Siti Sihombing,First Jobber,4550000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-403,"T. Baktiono Mustofa, S.Pt",1993-09-06,Puti Puspita,Profesional,19490000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-398,"Tgk. Among Usada, S.T.",2004-05-30,Nurul Pradana,First Jobber,5510000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-128,Winda Utami,2000-12-03,"Sutan Irwan Latupono, M.Pd",Mahasiswa,2170000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-286,dr. Pranawa Wasita,2005-02-16,Budi Simanjuntak,First Jobber,4650000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-412,R. Ifa Sinaga,2001-03-02,"Farah Kuswandari, S.Psi",Profesional,11160000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-108,Indah Riyanti,2002-12-06,Puti Anggriawan,Mahasiswa,3330000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-371,Cut Belinda Nainggolan,2004-10-16,Hj. Putri Pratama,First Jobber,5150000,Tightwad,1,Tightwad,Tightwad,Tightwad
USR-326,"Humaira Mandala, S.IP",2001-05-23,R.A. Hesti Hardiansyah,First Jobber,4730000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-134,"Tgk. Ratih Gunarto, S.E.",1998-10-11,"Ilyas Setiawan, S.E.",Mahasiswa,2430000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-453,Hj. Hasna Utami,1997-10-06,Citra Usada,Profesional,17710000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-045,Sakura Padmasari,2000-06-25,Hana Putra,Mahasiswa,2910000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-461,Marwata Tarihoran,1994-10-25,Salwa Yulianti,Profesional,11160000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-066,Rachel Melani,1992-05-22,R.A. Hamima Gunawan,Mahasiswa,2520000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-284,"R.M. Dasa Lailasari, S.Ked",1996-10-20,dr. Nadia Puspasari,First Jobber,5630000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-086,Vera Padmasari,2007-05-04,Sabri Permata,Mahasiswa,1690000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-243,Hendra Utama,2002-06-26,Ibun Suryatmi,First Jobber,4950000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-187,"R.M. Balapati Wijayanti, S.Ked",1992-09-05,Widya Prakasa,Mahasiswa,2920000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-384,Hj. Salwa Susanti,2006-09-27,"Jinawi Budiyanto, S.Ked",First Jobber,5140000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-160,Karta Zulkarnain,2000-06-29,"R.M. Cawisono Natsir, S.Pt",Mahasiswa,2430000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-013,"Puti Prasetya, S.Psi",2005-06-24,"Dt. Dartono Firmansyah, S.Psi",Mahasiswa,2470000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-036,Kawaca Hassanah,1992-10-30,Estiawan Hariyah,Mahasiswa,1850000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-029,drg. Banawa Prayoga,1994-05-09,Ayu Rahmawati,Mahasiswa,2060000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-171,Daliono Mustofa,2004-06-19,Paris Mardhiyah,Mahasiswa,3050000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-143,Darmanto Latupono,1998-08-13,Marsudi Mangunsong,Mahasiswa,3290000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-399,Puspa Waluyo,1998-01-30,"Lanang Wijayanti, S.Sos",First Jobber,4810000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-343,"Vero Sihombing, S.I.Kom",2001-05-16,Yusuf Mansur,First Jobber,5110000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-222,Baktiono Maulana,1994-11-30,Luhung Mangunsong,First Jobber,4630000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-096,R. Halima Mahendra,1998-10-31,Kardi Pratama,Mahasiswa,1890000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-052,Rahmi Pranowo,2003-03-24,Mahfud Usada,Mahasiswa,1770000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-241,Mitra Sirait,2006-01-31,R. Rina Waluyo,First Jobber,5420000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-485,"Devi Dabukke, S.Psi",2004-11-01,Paramita Haryanto,Profesional,13920000,Unconflicted,1,Unconflicted,Unconflicted,Unconflicted
USR-379,Pia Yolanda,2007-04-17,Hamima Lestari,First Jobber,5250000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-179,Bakti Prakasa,2006-04-12,Harsanto Hasanah,Mahasiswa,1610000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-042,Asirwanda Padmasari,1998-11-21,"Drs. Endah Hakim, M.TI.",Mahasiswa,3240000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-499,Zizi Samosir,1992-03-06,Sutan Hari Lestari,Profesional,14350000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-422,"dr. Balamantri Anggriawan, S.IP",1994-12-19,H. Karja Puspita,Profesional,12980000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-207,"Paris Pratama, S.Sos",1997-11-12,Endah Uwais,First Jobber,4510000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-283,"Titin Uyainah, S.E.",2004-08-05,Sutan Banawi Pangestu,First Jobber,5070000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-255,Digdaya Andriani,2001-10-23,Dr. Bella Kusumo,First Jobber,5110000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-413,Yoga Widodo,2007-09-30,Unjani Usada,Profesional,18020000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-005,"KH. Capa Anggraini, S.Psi",1995-04-24,Yusuf Sirait,Mahasiswa,1580000,Spendthrift,1,Spendthrift,Spendthrift,Spendthrift
USR-257,Maria Adriansyah,2001-05-17,Kenzie Agustina,First Jobber,4730000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-449,Rina Nasyiah,1993-05-04,"Icha Siregar, M.Farm",Profesional,16470000,Unconflicted,0,Unconflicted,Unconflicted,Unconflicted
USR-101,"R. Raden Pratiwi, S.Gz",1996-07-22,Salimah Uwais,Mahasiswa,2800000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-227,Asmianto Uwais,2005-04-12,Mariadi Iswahyudi,First Jobber,5940000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
USR-430,"dr. Lasmono Nashiruddin, S.E.",2001-11-02,Lala Dabukke,Profesional,12870000,Tightwad,0,Tightwad,Tightwad,Tightwad
USR-214,Jamal Astuti,1993-06-21,Patricia Pradana,First Jobber,5860000,Spendthrift,0,Spendthrift,Spendthrift,Spendthrift
